景点中文名称,景点英文名称,攻略数量,点评数量,景点地点,景点排名,驴友数量,景点简介
有奖扎飞镖,,8,4,成都,715,0%,傍晚的晚霞映红了半边天，如同烈火焚烧。
宝资山森林公园-山恋洞,,8,4,成都,776,0%,山顶的云海，云蒸霞蔚，如在仙境。
观音禅院,,8,4,邛崃,330,0%,夜晚的星空，满天星斗，宁静深远。
天台山萤火虫,,8,4,邛崃,664,0%,雪后的松林，静谧祥和，银装素裹。
武侯区青少年宫(机投),,8,3,成都,639,0%,雪中的松树，枝头挂满雪花，银白世界。
狮子菴(师子禅院),,8,3,成都,403,0%,高山上的日落，晚霞如火，壮丽无比。
夔门抒怀,,8,3,成都,355,0%,森林里的小径，幽静而神秘，探险者的天堂。
四川博识营,,8,3,成都,894,0%,夜晚的海滩，海浪拍打，潮声阵阵。
环状花园,,8,3,成都,813,0%,沙漠的早晨，日出东方，光芒四射。
西岭雪山景区-观景台,,8,3,大邑,312,0%,山脉的轮廓，在日落时分显得格外清晰。
黄霖故居红色纪念馆,,8,2,成都,767,0%,炊烟袅袅，升起在清晨的乡村，带来家的味道。
洗墨桥,,8,2,大邑,663,0%,炎热的沙漠，广袤无垠，生命的顽强。
蓝牌体育公园,,8,2,成都,310,0%,秋季的公园，五彩斑斓的落叶，铺满小径。
欢乐童魔方赶海乐园,,8,2,成都,663,0%,潺潺的溪流，穿过森林，流向远方的海洋。
风仙庙,,8,2,成都,406,0%,雪后的松林，静谧祥和，银装素裹。
五福坊,,8,2,成都,895,0%,山川壮丽，江河绵延，自然的伟力展露无遗。
鼓楼,,8,2,成都,340,0%,草原上的帐篷，点点星光，夜晚的灯塔。
儿童动物园-原鸡,,8,1,成都,793,0%,高山上的日落，晚霞如火，壮丽无比。
藤龙寺,,8,1,崇州,823,0%,春天的田野，绿草如茵，花开满野。
网红桥,,8,1,都江堰,571,0%,湖面的清晨，水雾弥漫，如梦如幻。
环卫工人休息室,,8,1,成都,537,0%,滑雪场的冬日，雪地里的速度与激情，寒冷中的热情。
远眺红石尖,,8,1,大邑,575,0%,雨后的山谷，清新脱俗，空气湿润。
对答如流泉,,8,1,成都,565,0%,秋天的田野，稻谷泛黄，金色的波浪。
云鹤亭,,8,1,成都,400,0%,雨中的街道，雨滴跳跃，清新洗净。
两鹭桥,,8,1,成都,356,0%,露天音乐会，音乐与自然的融合，激动人心。
道教科仪文化展厅,,8,1,都江堰,650,0%,冬日里的暖阳，温暖如春，驱散寒冷。
都统岩观景台,,8,1,崇州,334,0%,夏日的草地，绿草茵茵，蝴蝶飞舞。
青城后山,Qingcheng Houshan,7,807,都江堰,3,5%,农家乐小住，随性散步游山，呼吸清新的空气，感受山中的清幽。
成都天台山旅游景区,Tiantai Mountain Tourist Attraction,7,571,邛崃,3,0%,溪流瀑布、奇特的石林，避暑游山的好去处，还是萤火虫观赏基地。
百花潭公园,Baihuatan Park,7,203,成都,73,3%,成都最古老的公园之一，园中还有巴金的故居。
新华公园,Xinhua Park,7,130,成都,79,0%,山间的野餐，享受着自然的馈赠，快乐无比。
合江亭,Hejiang Pavilion,7,113,成都,181,0%,夜景很赞的仿古亭子，新建的爱情斑马线吸引了不少新婚夫妻。
鸡冠山,Jiguanshan Mountain,7,53,崇州,3,0%,极具原生态的公园，秋可赏枫叶，冬可滑雪。
成都市安仁古镇景区管理委员会,,7,15,大邑,628,0%,海边的船只，迎着晨光启航，希望的旅程。
羊马河银杏园,,7,14,崇州,613,0%,夜晚的星空，闪烁的星星，璀璨如梦。
5.12汶川特大地震奎光塔街道抗震救灾恢复重建陈列馆,,7,14,都江堰,921,0%,秋高气爽的山间，风清气朗，心旷神怡。
彭州市军队离退休干部服务中心,,7,14,彭州,930,0%,河流旁的芦苇，随风摇曳，生态丰富。
成都工业文化公园,,7,14,成都,580,0%,绿色的田野上，风吹麦浪，波光粼粼。
简朴宅,,7,14,成都,858,0%,春日的樱花，粉嫩花瓣，如云似霞。
天府鸿锦桥,,7,14,成都,359,0%,高原的湖泊，湛蓝如宝石，清澈见底。
花楸山风景区,,7,13,成都,379,0%,早晨的海面，日光照射，波光粼粼。
中国大鲵雕像,,7,13,成都,447,0%,山顶上的草原，风吹草低见牛羊，广阔无垠。
江家菜地,,7,13,成都,850,0%,雨后的林间，空气清新，山色更翠。
醉为亭,,7,13,成都,395,0%,海上的日出，光芒万丈，希望的开始。
凤华景观,,7,13,成都,572,0%,山谷中的秋色，一片金黄，美不胜收。
怡乐园,,7,13,成都,904,0%,晚风轻拂，湖面泛起层层波纹，如梦似幻。
踏春雕塑,,7,13,成都,338,0%,雨季的绿色，生机勃勃，绿色覆盖大地。
紫竹林,,7,13,成都,906,0%,冬季的河流，冰封河面，静谧无声。
双拥主题文化公园,,7,13,成都,399,0%,山顶的石碑，记录着历史的痕迹，坚固耐久。
秋色园,,7,13,成都,308,0%,密林深处的小溪，静静流淌，清澈见底。
金沙遗址博物馆陈列馆-第一展厅远古家园,,7,13,成都,722,0%,海边的晨光，海浪轻拍，阳光金灿。
水上过山车,,7,13,成都,305,0%,滑雪场的冬日，雪地里的速度与激情，寒冷中的热情。
露营地,,7,12,成都,915,0%,秋天的果实，硕果累累，丰收的喜悦。
全珍生态葡园,,7,12,成都,474,0%,冬日的雪景，白雪皑皑，银装素裹。
斑竹林318房车营地接待中心,,7,12,成都,436,0%,夜晚的星空，闪烁的星星，璀璨如梦。
鹤林寺,,7,12,邛崃,612,0%,山顶的云海，云蒸霞蔚，如在仙境。
盛露台,,7,12,成都,826,0%,古镇的河流，古朴的风情，悠久的历史。
启岸计划雕塑,,7,12,崇州,664,0%,冬季的枯藤老树，虽然萧索，却有一番风味。
光严禅院,Guangyan Temple,7,11,崇州,6,0%,夜晚的城市，高楼大厦，灯火通明。
衡宁红土地庙,,7,11,成都,468,0%,海边的晨光，海浪轻拍，阳光金灿。
宝墩古蜀文明探索营地,,7,11,成都,442,0%,晨光中的露水，闪烁着银光，点缀在草尖上。
达州会客厅,,7,11,成都,733,0%,湖边的垂柳，姿态优美，添了几分诗意。
清白文化园,,7,11,成都,819,0%,海边的船只，迎着晨光启航，希望的旅程。
观音殿,,7,11,金堂,382,0%,湖边的清晨，水雾弥漫，如梦如幻。
食品安全科普体验馆,,7,10,成都,568,0%,冬日的雪景，白雪皑皑，银装素裹。
育苗路社区育仁党支部党员活动室,,7,10,成都,469,0%,秋天的森林，五彩缤纷，美不胜收。
空林寺,,7,10,邛崃,539,0%,海浪拍岸，发出阵阵响声，激荡人心。
尊经阁,,7,10,崇州,790,0%,峡谷之中，回声悠长，仿佛在诉说着古老的传说。
宏如古瓷博物馆,,7,10,成都,650,0%,古镇的夜市，热闹非凡，人声鼎沸。
沧竹轩,,7,9,成都,805,0%,湖光山色间的小舟，缓缓行驶，悠闲自得。
临邛街道西江村黄花风铃木景区,,7,9,邛崃,454,0%,小道蜿蜒，穿过一片片田野，每一步都是风景。
月亮岛,,7,9,成都,966,0%,公园的秋日，落叶纷飞，金黄一片。
烟雨亭(新堰坎),,7,9,都江堰,740,0%,沙漠的日落，天边一抹残阳，如火如血。
潘家祠堂,,7,9,成都,509,0%,日出东海，晚归山色，美不胜收。
冰玉轩,,7,9,成都,496,0%,秋日的湖边，湖面波光粼粼，风景如画。
天宫庙,,7,9,大邑,853,0%,峭壁上的攀岩者，挑战自我，勇气可嘉。
清凉寺,,7,9,成都,805,0%,海岛上的椰影，摇曳生姿，风情万种。
风动石露营景区,,7,9,蒲江,362,0%,露天的茶座，品味茶香，享受宁静。
西康风情,,7,8,大邑,895,0%,秋天的森林，五彩缤纷，美不胜收。
野町营地,,7,8,成都,875,0%,古镇的夜市，热闹非凡，人声鼎沸。
醉卧沙,,7,8,都江堰,550,0%,高原的天空，蓝得深邃，云彩飘渺。
成都市温江区图书馆,,7,8,成都,771,0%,河流的倒影，如同绘画，美不胜收。
大梁老宅,,7,8,邛崃,543,0%,秋天的田野，稻谷泛黄，金色的波浪。
清韵亭,,7,8,成都,676,0%,高原的湖泊，湛蓝如宝石，清澈见底。
花舞人间景区-云海站,,7,8,成都,766,0%,沙滩上的晚霞，晚霞映红了整个天空，美轮美奂。
革命英雄墙,,7,7,邛崃,595,0%,花海中漫步，色彩斑斓，如置身梦境。
都江堰市基督教石羊聚会点,,7,7,都江堰,988,0%,秋高气爽的山间，风清气朗，心旷神怡。
张林林林盘,,7,7,大邑,539,0%,山间的瀑布，水珠飞溅，清凉一夏。
青城山陈家大院(踏景路店),,7,7,都江堰,363,0%,晨曦的山峦，阳光洒满山间，光影交错。
乌龟山,,7,7,成都,553,0%,海边的晚霞，晚霞映红了整个天空，美轮美奂。
柯棣华雕塑,,7,7,大邑,746,0%,农田的秋天，丰收的季节，金黄色的田野。
青城山味江陵园(下街),,7,7,成都,596,0%,海边的晚霞，晚霞映红了整个天空，美轮美奂。
青山药谷景区,,7,7,都江堰,869,0%,夕阳西下，晚霞如火如荼地燃烧。
麓湖生态城云树,,7,7,成都,551,0%,高山上的云海，变幻莫测，壮观美丽。
稻荪楼,,7,7,成都,889,0%,夏日的草地，绿草茵茵，蝴蝶飞舞。
东厢房,,7,6,成都,525,0%,秋季的登山，攀登高峰，俯瞰世界。
成都露天音乐公园-观景看台,,7,6,成都,926,0%,高山的夜晚，繁星点点，宁静致远。
萌宠乐园-水族馆,,7,6,成都,448,0%,秋天的田野，稻谷泛黄，金色的波浪。
赵祠堂,,7,5,蒲江,744,0%,滑雪场的冬日，雪地里的速度与激情，寒冷中的热情。
儿童主题乐园(成都龙泉驿万达广场店),,7,5,成都,766,0%,草丛中的露珠，犹如清晨的眼泪，清新而纯洁。
映雪湖-观景台,,7,5,大邑,880,0%,湖边的清晨，水雾弥漫，如梦如幻。
东安湖公园-1号门(大运广场),,7,5,成都,795,0%,秋天的果实，硕果累累，丰收的喜悦。
聚福堂,,7,4,都江堰,378,0%,雨中的城市，街道湿润，清新的空气。
都江堰景区-李冰纪念馆,,7,4,都江堰,557,0%,秋日的湖边，湖面波光粼粼，风景如画。
云隐木竹,,7,4,彭州,781,0%,古老的城墙，见证了历史的变迁，依然屹立不倒。
大都观云境,,7,4,崇州,310,0%,密林深处的小溪，静静流淌，清澈见底。
华蓉成游乐园,,7,3,彭州,837,0%,秋天的田野，稻谷泛黄，金色的波浪。
五花八门,,7,3,成都,903,0%,热带雨林，充满生机，绿色覆盖每一寸土地。
雨打芭蕉,,7,3,成都,308,0%,雨中的城市，清新而湿润，洗净尘埃。
天府农博主展馆,,7,3,成都,944,0%,海边的帆船，随风而动，探索无限。
空林讲堂,,7,2,成都,464,0%,春日的樱花，粉嫩花瓣，如云似霞。
桂树亭,,7,2,成都,344,0%,傍晚的晚霞映红了半边天，如同烈火焚烧。
锦江生态带云龙湾,,7,2,成都,895,0%,高山的夜晚，繁星点点，宁静致远。
五凤镇,,7,1,成都,359,0%,五凤镇是成都市十个古镇之一，有着多种移民文化，五凤镇沿沱江两岸，距成都市48公里，风景优美，民风淳朴。
天府学院美术馆,,7,1,成都,391,0%,湖面上的划船，轻轻摇曳，平静的水面。
华侨城创意文化园-5号展厅,,7,1,大邑,953,0%,春天的花丛，花香袭人，色彩斑斓。
生活服务中心,,7,1,成都,912,0%,古城的清晨，晨雾笼罩，历史的呼吸。
成都永陵博物馆,Chengdu Yongling Museum,6,227,成都,31,1%,迄今发现的中国唯一一座建于地上的皇陵，地宫内有精美的石刻。
老君阁,Laojun Temple,6,149,都江堰,30,0%,位于青城山第一峰绝顶上，可以远眺岷江和天府平川的美景。
三道堰,Sandaoyan,6,146,成都,1,0%,一座历史悠久的西蜀古镇，拥有独特的建筑风格。
四川美术馆,Sichuan Art Museum,6,77,成都,71,0%,瀑布飞流直下，水雾飘渺，景色壮观。
花乡农居,Hongsha Garden Village,6,36,成都,147,0%,沙滩上的日落，大海和夕阳同辉，景色迷人。
朝阳洞,Chaoyang Cave,6,25,都江堰,20,0%,悬崖峭壁下的天然洞窟，里面建有道观。
爱情斑马线,Love Crosswalk,6,21,成都,17,0%,秋高气爽的山间，风清气朗，心旷神怡。
清溪园,Qingxi Garden,6,20,都江堰,46,0%,迷雾中的山峰，神秘莫测，引人探索。
新津田园牧歌生态农业开发园,Xinjin Idyllic Pastoral Eco-Agricultural Development Park,6,18,成都,156,0%,雨后的彩虹，桥接天地，彩色的希望。
客家人迁徒雕塑,,6,15,成都,751,0%,冬日里的暖阳，温暖如春，驱散寒冷。
赤松观,,6,15,成都,661,0%,露天音乐会，音乐与自然的融合，激动人心。
青杠树童趣乐园,,6,15,成都,381,0%,春日的樱花，粉嫩花瓣，如云似霞。
三神殿,,6,15,成都,796,0%,河流旁的芦苇，随风摇曳，生态丰富。
快乐投篮,,6,15,成都,361,0%,春天的花丛，花香袭人，色彩斑斓。
三清殿,,6,15,大邑,489,0%,湖面的夜色，月光倒映，静谧优美。
百丈关战役雕塑,,6,14,邛崃,741,0%,冬季的河流，冰封河面，静谧无声。
喜爱·惬意时光,,6,14,成都,783,0%,雨中的街道，雨滴跳跃，清新洗净。
蓥华圣庙,,6,14,都江堰,303,0%,春天的花丛，花香袭人，色彩斑斓。
梵音学堂,,6,14,成都,606,0%,夕阳下的河畔，金色的光线，如诗如画。
飞花竹亭,,6,14,成都,871,0%,深林之中，古木参天，生态丰富。
成都农业科技职业学院-图书馆,,6,14,成都,491,0%,晨曦的山峦，阳光洒满山间，光影交错。
元通镇聚源村12组56号观音堂,,6,14,崇州,362,0%,热带雨林，充满生机，绿色覆盖每一寸土地。
瞬息涌现,,6,14,成都,336,0%,山间的小溪，潺潺流水，清澈见底。
江安河公园,,6,13,成都,928,0%,夏夜的星空，繁星点点，如梦如幻。
彩色斑马水乐园,,6,13,成都,898,0%,远方的群山，层层叠叠，笼罩在薄雾中。
悦湖科技城规划馆,,6,13,成都,958,0%,雪中的松树，枝头挂满雪花，银白世界。
莫莉幻想儿童游乐园(犀浦凯德广场店),,6,13,成都,659,0%,草原上的野花开遍了每一个角落，如同大地的织锦。
水韵天府映月静湖,,6,13,成都,759,0%,夏日的草地，绿草茵茵，蝴蝶飞舞。
小祖宗,,6,13,邛崃,526,0%,湖泊的早晨，轻雾缭绕，宁静致远。
贤关,,6,13,崇州,481,0%,热带雨林的午后，热气腾腾，生机勃勃。
飞升台,,6,13,都江堰,459,0%,秋日的林间小路，落叶铺满，黄金大道。
'典'亮人生,,6,12,成都,391,0%,春天的花丛，花香袭人，色彩斑斓。
成都大熊猫繁育研究基地-观光车熊猫塔站,,6,12,成都,983,0%,河流旁的芦苇，随风摇曳，生态丰富。
思源湖,,6,12,成都,550,0%,露天音乐会，音乐与自然的融合，激动人心。
哎哟哟阳光樱桃园,,6,12,大邑,607,0%,湖光山色，相映成趣，风景如画。
夜合岗云海,,6,12,邛崃,583,0%,雨中的城市，街道映着灯光，梦幻般的美。
首钢东境风华小游园,,6,12,成都,793,0%,夜晚的城市，高楼大厦，灯火通明。
青城山沐风露营,,6,12,都江堰,363,0%,秋日的背包旅行，发现未知的美，丰富旅程。
花田湿地,,6,11,成都,339,0%,深秋时节，枫叶红了，像是山林间燃起的火焰。
荷塘月色,,6,11,蒲江,938,0%,夜晚的灯塔，发出的光芒，引导着远航者。
幽簧蹊径,,6,11,成都,816,0%,古镇的夜市，热闹非凡，人声鼎沸。
DISK'O,,6,11,成都,377,0%,山间的小溪，潺潺流水，清澈见底。
乐童王游乐园,,6,11,成都,752,0%,雨中的街道，雨滴跳跃，清新洗净。
巴蜀迷情区,,6,11,成都,970,0%,夜晚的星空，满天星斗，宁静深远。
廬月邀竹艺术馆,,6,11,成都,881,0%,沙滩上的日落，大海和夕阳同辉，景色迷人。
成长田野,,6,10,成都,611,0%,早晨的海面，日光照射，波光粼粼。
钓鱼台,,6,9,成都,590,0%,山顶的云海，云蒸霞蔚，如在仙境。
瑞林寺造像,,6,9,成都,611,0%,古镇的石桥，见证了千年的流转，依旧坚固。
德馨亭,,6,9,成都,786,0%,河畔的春天，绿树成荫，鸟语花香。
肖家河辖区生育文化中心,,6,9,成都,960,0%,山间的小溪，潺潺流水，清澈见底。
灌口街道紫东社区文化活动室,,6,9,都江堰,644,0%,森林里的小径，幽静而神秘，探险者的天堂。
老邮局,,6,9,成都,486,0%,秋日的果园，硕果累累，香气四溢。
古银杏,,6,9,成都,766,0%,海滨城市的夜景，灯火辉煌，如梦如幻。
董家垭口,,6,8,都江堰,825,0%,早晨的海面，日光照射，波光粼粼。
龙潭湖游船码头,,6,8,成都,394,0%,夜晚的星空，满天星斗，宁静深远。
百草园农耕科普展厅,,6,8,成都,616,0%,湖泊的早晨，轻雾缭绕，宁静致远。
成都之几美术馆|威尼斯电影节金狮奖VR交互体验《苍穹》,,6,7,成都,510,0%,秋高气爽的山间，风清气朗，心旷神怡。
面水轩,,6,7,成都,424,0%,秋天的林道，落叶铺满，步履如歌。
达芬奇in成都,,6,7,成都,835,0%,星光灿烂，银河横跨夜空，闪烁着光芒。
农业社会化服务中心,,6,7,成都,993,0%,海浪拍岸，发出阵阵响声，激荡人心。
熏风亭,,6,7,成都,543,0%,秋日的阳光，温暖而柔和，金黄色的光线洒在大地上。
